-2.28244,-0.711905,1.24257
-2.28244,-0.711905,1.44257
-2.28244,-0.711905,1.64257
-2.28244,-0.711905,1.84257
-2.28244,-0.711905,2.04257
-2.28244,-0.711905,2.24257
-2.28244,-0.711905,2.44257
-2.28244,-0.711905,2.64257
-2.28244,-0.711905,2.84257
-2.28244,-0.711905,3.04257
-2.28244,-0.711905,-3.04061
-2.28244,-0.711905,-2.84061
-2.28244,-0.711905,-2.64061
-2.28244,-0.711905,-2.44061
-2.28244,-0.711905,-2.24061
-2.28244,-0.711905,-2.04061
-2.28244,-0.711905,-1.84061
-2.28244,-0.711905,-1.64061
-2.28244,-0.711905,-1.44061
-2.28244,-0.711905,-1.24061
-2.28244,-0.711905,-1.04061
-2.28244,-0.711905,-0.840614
-2.28244,-0.711905,-0.640614
-2.28244,-0.711905,-0.440614
-2.28244,-0.711905,-0.240614
-2.28244,-0.711905,-0.0406139
-2.28244,-0.711905,0.159386
-2.28244,-0.711905,0.359386
-2.28244,-0.711905,0.559386
-2.28244,-0.711905,0.759386
-2.28244,-0.711905,0.959386
